"","netusoft","netustm","trstprl","trstplc","trstprt","trstep","trstun","freehms","euftf","atchctr","atcherp","rlgdgr","rlgatnd","pray","vteurmmb","vteubcmb","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun"
"26250",5,120,7,7,5,5,6,2,5,8,5,2,7,7,NA,1,1,5,2,5,3,2,1,2,2,2,2,2,2,3,3,2,1,3,2,2
"26251",5,300,8,9,7,8,10,2,5,10,10,5,5,3,NA,2,1,3,2,2,2,4,2,2,3,1,2,3,3,5,2,3,2,2,2,4
"26252",4,60,10,9,8,5,6,2,3,10,9,3,5,NA,NA,2,5,5,4,4,2,2,3,2,3,2,5,4,1,5,2,3,2,2,3,5
"26253",5,240,8,7,7,8,9,1,5,9,7,9,4,1,NA,2,1,4,2,2,2,2,1,3,2,1,1,2,2,3,5,1,1,2,1,1
"26254",5,180,7,10,6,3,6,1,1,7,5,0,7,7,NA,2,4,6,5,6,5,1,1,4,2,1,1,5,2,4,3,NA,1,2,2,4
"26255",5,180,9,10,7,8,8,2,NA,3,5,4,6,6,NA,33,2,3,3,2,3,2,2,4,2,4,1,2,3,3,3,2,1,2,4,1
"26256",5,600,9,9,8,9,9,1,7,8,5,0,7,7,NA,2,2,5,2,3,5,5,2,4,3,1,4,5,3,2,1,5,2,1,3,3
"26257",5,90,3,6,2,1,4,1,5,3,3,5,7,6,NA,2,2,4,4,3,1,5,4,2,2,2,4,3,2,4,4,2,1,3,3,4
"26258",2,NA,5,6,7,1,10,2,5,NA,NA,7,4,1,NA,2,4,NA,2,2,1,NA,2,2,NA,NA,2,2,2,2,2,1,2,2,NA,2
"26259",5,60,6,8,6,5,7,1,5,9,8,6,5,7,NA,2,2,4,2,3,4,4,2,4,2,4,2,2,2,4,2,4,2,3,4,3
"26260",5,300,5,3,3,NA,3,1,NA,2,2,0,7,7,NA,2,3,2,1,1,2,1,3,3,3,2,2,1,2,3,1,3,3,1,2,2
"26261",5,300,5,5,2,5,5,1,3,10,2,1,6,4,NA,2,1,5,2,2,4,3,1,5,3,2,2,2,2,2,5,3,2,2,3,2
"26262",5,120,10,8,5,6,8,1,6,10,8,5,5,4,NA,2,2,4,2,5,3,4,3,4,5,5,2,4,2,5,2,5,2,2,2,4
"26263",5,60,10,10,5,5,10,1,6,10,10,7,6,7,NA,2,2,5,3,6,4,5,2,4,5,5,2,2,4,5,2,6,2,2,4,3
"26264",5,300,6,7,3,NA,NA,1,2,2,2,0,7,7,NA,2,1,4,2,3,5,3,2,4,3,3,3,2,4,5,3,5,2,4,6,3
"26265",5,120,9,9,6,6,7,1,8,9,6,0,7,7,NA,2,2,5,1,3,1,1,1,3,2,2,2,2,2,4,1,4,2,2,2,2
"26266",1,NA,2,4,5,NA,NA,NA,5,9,5,5,5,6,NA,33,2,5,2,6,1,1,1,2,3,1,1,5,1,5,1,4,1,1,3,3
"26267",5,420,10,10,6,5,9,1,3,10,8,7,5,NA,NA,2,2,4,2,3,2,2,2,3,3,2,2,2,2,3,2,4,2,2,2,3
"26268",5,300,6,6,5,5,8,1,NA,8,6,0,6,7,NA,2,2,5,2,3,5,2,2,3,2,5,2,2,2,3,5,2,1,2,2,5
"26269",5,240,6,7,7,NA,NA,1,NA,8,7,6,6,NA,NA,55,3,4,2,2,2,4,3,5,4,1,2,3,1,4,4,4,2,2,2,4
"26270",5,720,8,8,4,6,2,1,5,9,9,2,6,7,NA,1,1,5,1,4,4,4,1,3,5,1,1,3,2,4,3,1,1,1,4,1
"26271",5,240,0,0,0,NA,0,5,3,10,4,4,5,6,NA,2,3,5,5,3,5,3,5,6,3,3,3,3,1,4,5,2,2,1,1,2
"26272",5,480,8,8,5,3,9,1,7,6,6,1,7,7,NA,2,1,5,2,1,4,4,4,5,4,2,3,2,4,2,2,2,1,5,5,2
"26273",5,450,6,8,7,NA,7,2,3,8,5,8,7,7,NA,2,3,5,2,4,3,2,2,6,3,3,3,5,4,4,5,5,2,2,3,2
"26274",5,120,8,8,6,7,8,1,3,7,8,2,6,7,NA,2,1,5,2,2,4,3,2,5,1,2,2,4,6,2,4,3,2,1,3,3
"26275",1,NA,5,8,3,7,7,2,8,10,10,0,7,7,NA,1,4,5,4,3,2,2,4,4,2,4,2,5,2,5,2,4,3,4,NA,4
"26276",5,390,10,9,5,6,7,2,7,6,8,9,3,4,NA,2,2,5,1,2,3,2,2,4,4,1,2,4,2,1,5,2,2,1,2,2
"26277",5,210,3,8,0,0,1,2,0,2,0,10,2,1,NA,2,3,5,2,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"26278",5,120,5,7,3,NA,8,1,NA,9,7,2,7,7,NA,2,2,5,2,4,1,2,2,5,5,2,2,5,2,4,1,5,1,4,6,4
"26279",5,120,8,9,6,7,8,2,8,8,6,7,6,3,NA,2,5,5,2,5,2,2,2,2,5,3,3,5,2,5,2,3,2,2,2,3
"26280",4,60,8,8,0,NA,10,2,8,10,10,5,4,6,NA,2,4,6,1,5,2,2,1,2,6,3,2,6,1,5,2,5,2,2,2,2
"26281",5,420,8,7,7,NA,9,1,NA,9,8,0,7,7,NA,2,3,5,2,3,4,2,2,2,3,1,2,5,3,3,2,5,2,5,5,2
"26282",5,30,0,3,1,NA,6,3,1,8,0,5,5,3,NA,2,1,5,2,3,5,3,2,3,3,2,2,4,3,5,2,2,2,4,2,5
"26283",5,840,5,7,1,NA,5,1,5,8,0,0,6,7,NA,2,2,4,1,3,5,4,1,5,3,2,2,2,3,2,5,3,1,2,4,2
"26284",5,180,6,8,6,NA,8,1,6,10,7,5,6,7,NA,1,4,5,5,4,3,4,4,2,4,4,3,4,2,5,5,5,2,3,4,5
"26285",5,240,10,10,10,10,10,1,8,10,8,2,6,6,NA,1,2,3,4,2,2,3,3,2,3,1,2,3,2,4,2,2,2,2,4,4
"26286",5,840,7,6,5,3,4,1,2,8,6,0,7,7,NA,2,2,3,2,3,1,2,2,2,2,2,4,2,1,6,4,4,1,2,4,1
"26287",5,240,7,8,5,NA,7,2,5,5,3,0,7,7,NA,2,2,4,2,2,4,5,2,2,2,3,2,2,4,3,3,3,2,2,5,4
"26288",5,90,8,10,8,8,9,1,5,9,8,1,6,7,NA,1,3,5,2,5,5,2,2,3,4,4,2,4,2,5,3,5,1,2,5,4
"26289",5,360,8,6,7,5,8,1,7,8,8,0,7,7,NA,1,2,5,2,3,3,5,1,3,5,2,2,3,2,4,4,3,3,2,5,5
"26290",5,120,5,9,5,6,6,2,6,8,8,4,5,6,NA,1,4,5,3,5,3,2,3,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26291",5,480,10,7,9,7,9,1,4,10,8,7,7,7,NA,1,1,5,1,2,2,2,2,3,5,1,1,1,2,4,2,3,1,1,3,5
"26292",5,360,8,10,6,2,0,5,3,10,10,10,4,1,NA,1,6,6,2,4,1,1,1,4,6,NA,4,6,1,6,3,3,2,2,3,6
"26293",5,90,5,9,3,NA,4,1,3,8,4,0,7,7,NA,2,3,5,3,6,2,3,1,4,5,1,1,5,1,5,4,5,1,4,4,3
"26294",5,60,8,8,3,9,9,1,4,8,5,1,4,7,NA,2,4,5,2,4,4,2,1,5,3,5,2,3,2,3,3,5,2,2,3,2
"26295",5,300,7,6,6,9,8,1,7,10,8,0,7,7,NA,2,4,3,2,4,4,2,1,3,2,4,2,2,3,4,2,4,1,2,3,2
"26296",5,90,6,7,6,4,6,2,3,8,3,NA,2,1,NA,2,3,5,1,5,2,1,1,2,5,3,2,5,4,5,1,5,1,2,5,2
"26297",5,60,9,9,7,6,8,1,4,9,7,5,5,7,NA,2,5,6,2,6,2,2,2,4,5,4,4,4,2,5,1,5,2,2,4,3
"26298",5,360,8,6,5,5,7,1,5,6,6,2,6,6,NA,1,1,5,1,2,4,2,1,4,2,1,2,2,2,1,3,4,1,1,3,1
"26299",5,510,8,10,6,NA,9,2,NA,10,8,5,5,7,NA,2,4,5,5,3,2,2,2,5,4,3,2,2,1,5,1,2,1,1,1,3
"26300",5,135,5,4,1,1,3,1,0,10,8,2,7,7,NA,2,1,5,2,5,2,2,2,6,4,1,2,4,1,5,1,3,3,1,1,2
"26301",5,90,6,7,6,5,8,1,5,8,6,8,4,1,NA,2,1,5,2,2,3,6,3,2,5,1,4,3,4,3,2,4,2,1,5,5
"26302",5,180,6,6,7,3,5,1,3,9,6,0,5,7,NA,2,4,3,2,5,2,3,3,4,2,3,2,5,3,3,2,4,1,2,4,3
"26303",NA,NA,10,10,10,0,1,4,2,7,7,7,3,3,NA,2,3,2,2,4,1,3,2,2,1,2,1,3,5,5,3,1,5,3,1,2
"26304",4,30,10,10,7,NA,10,1,NA,10,10,5,5,3,NA,2,5,5,2,2,2,2,2,4,2,1,1,2,2,5,2,2,1,4,2,2
"26305",5,240,8,9,7,NA,5,1,4,9,7,3,7,7,NA,2,3,5,2,5,4,2,2,4,5,2,2,5,4,4,2,4,3,2,5,5
"26306",5,420,1,1,5,1,1,1,0,10,10,0,7,7,NA,2,1,6,1,1,4,6,1,4,1,1,1,1,1,1,1,6,1,1,3,1
"26307",5,480,6,7,6,NA,8,1,5,8,6,7,7,2,NA,1,1,6,5,4,4,5,2,5,2,1,2,4,4,3,5,3,1,2,1,2
"26308",5,180,7,9,5,3,4,1,2,9,8,1,7,7,NA,2,5,5,5,4,2,4,1,3,1,2,3,4,3,3,2,4,1,1,3,2
"26309",4,120,4,9,3,2,5,2,6,7,6,5,5,7,NA,2,2,5,1,6,3,4,2,3,4,2,1,4,3,6,4,3,2,2,2,4
"26310",5,660,9,8,7,6,7,1,5,10,8,3,6,7,NA,1,3,5,2,4,4,2,3,5,3,4,4,4,3,4,4,4,3,3,4,4
"26311",1,NA,6,8,5,8,8,2,6,9,6,5,5,1,NA,2,1,5,2,3,4,4,3,4,4,2,2,4,3,3,2,4,2,2,3,4
"26312",5,150,9,9,7,7,7,1,5,7,6,0,6,7,NA,1,6,5,1,2,4,2,1,1,3,4,2,2,4,5,2,2,1,3,2,4
"26313",5,120,9,8,5,3,10,2,2,9,5,3,7,6,NA,2,1,3,2,2,1,2,2,6,3,2,2,2,1,5,2,2,2,2,2,2
"26314",5,180,3,3,3,3,4,1,3,5,2,2,6,1,NA,2,1,2,2,5,5,6,1,1,1,1,2,1,2,1,6,1,1,1,3,1
"26315",4,120,9,8,6,NA,10,1,NA,9,8,3,7,6,NA,2,3,3,4,4,2,2,3,3,3,3,3,3,2,3,2,2,2,2,4,2
"26316",5,105,9,9,8,8,9,2,2,9,5,3,6,7,NA,2,3,3,3,3,2,2,3,3,4,2,4,4,4,5,2,2,2,2,4,4
"26317",5,240,0,6,2,0,0,4,0,9,6,5,7,7,NA,2,1,4,3,1,3,5,2,3,2,1,2,2,1,2,4,4,2,3,4,2
"26318",3,NA,5,3,4,5,5,2,5,10,5,5,7,7,NA,2,3,5,4,5,4,2,2,2,5,4,4,4,4,5,4,4,3,4,3,4
"26319",5,60,5,9,4,3,4,1,0,10,7,0,7,7,NA,2,1,4,4,5,4,3,3,4,3,3,1,2,3,2,2,3,2,1,3,2
"26320",5,120,5,6,6,6,8,2,5,10,10,6,6,3,NA,2,4,5,2,5,2,2,4,2,2,4,2,4,2,5,2,2,2,2,2,3
"26321",5,180,3,6,3,3,5,2,4,10,7,4,7,2,NA,2,3,6,1,5,3,2,1,3,4,4,1,5,3,5,2,4,2,1,4,3
"26322",5,570,9,9,9,5,NA,2,5,7,7,3,7,7,NA,2,3,6,1,1,2,6,1,1,6,1,1,1,1,6,1,3,1,1,6,6
"26323",5,180,8,9,8,8,10,1,7,8,7,7,5,7,NA,2,2,5,4,5,5,5,3,5,4,2,2,5,5,2,4,5,2,3,3,3
"26324",5,362,6,7,5,1,5,1,2,7,4,0,7,7,NA,2,1,3,1,3,2,5,2,4,2,3,2,4,4,5,3,4,1,3,2,3
"26325",5,300,8,8,6,7,7,2,4,9,8,5,5,1,NA,2,2,5,1,2,2,2,2,5,4,3,2,2,2,5,2,2,1,3,3,4
"26326",5,90,9,9,8,4,5,1,4,8,6,4,5,3,NA,2,3,5,3,4,4,2,2,5,3,3,2,2,4,3,2,3,2,2,2,4
"26327",5,660,6,9,5,7,8,1,5,8,5,4,6,6,NA,1,1,5,2,5,5,3,2,5,2,3,2,3,1,3,2,3,1,2,4,2
"26328",5,120,5,8,5,5,8,1,5,9,3,1,5,7,NA,2,3,5,1,5,4,3,2,2,2,5,2,5,2,3,3,5,2,2,4,4
"26329",5,540,8,7,7,7,8,2,5,9,6,2,7,7,NA,2,3,5,2,3,4,4,2,3,4,2,3,4,3,2,4,3,2,2,2,3
"26330",5,120,10,10,7,7,10,1,5,7,7,2,7,7,NA,2,3,4,2,3,3,2,2,2,3,3,3,3,2,4,2,3,2,2,3,2
"26331",5,180,7,6,5,5,6,1,5,8,6,4,5,6,NA,2,3,5,3,4,4,4,4,4,4,4,3,4,4,5,3,4,2,3,3,4
"26332",5,180,8,9,6,5,8,2,6,9,6,0,7,7,NA,2,2,4,2,5,4,2,4,5,3,3,2,3,2,3,2,2,1,2,3,2
"26333",4,30,0,9,0,4,6,NA,0,8,8,2,7,7,NA,2,1,5,2,4,2,1,1,1,2,1,1,1,1,3,1,2,1,3,1,1
"26334",5,30,8,8,6,6,8,2,5,10,8,3,7,7,NA,2,2,5,1,5,1,1,2,4,4,2,2,5,2,2,1,3,1,1,2,3
"26335",5,360,4,7,4,5,3,1,0,3,2,0,7,7,NA,2,1,5,1,4,4,3,3,3,3,2,1,4,2,5,5,3,1,1,4,2
"26336",5,540,6,8,4,NA,6,1,5,8,6,0,7,7,NA,NA,2,4,3,4,1,4,2,3,1,3,2,4,4,3,2,2,1,4,2,2
"26337",4,120,9,10,8,7,8,3,5,9,7,9,6,1,NA,2,5,6,2,5,2,1,2,3,2,2,1,2,1,5,1,4,1,1,1,2
"26338",5,300,8,6,6,7,8,1,5,7,6,5,5,6,NA,2,2,5,2,6,3,2,1,2,5,4,1,5,3,6,1,6,1,2,2,4
"26339",5,780,7,6,6,6,7,1,5,10,8,0,7,7,NA,2,4,5,2,3,5,4,2,5,2,2,3,2,2,2,5,3,2,4,5,2
"26340",5,120,2,8,2,NA,4,2,4,9,6,0,7,7,NA,2,4,3,4,3,6,2,4,3,2,4,2,4,4,3,4,3,1,4,2,2
"26341",5,180,5,9,4,5,7,1,5,10,9,3,7,7,NA,2,2,5,1,3,1,1,1,4,3,2,2,4,2,4,1,4,1,2,5,2
"26342",5,240,9,10,7,7,9,2,3,7,3,3,4,6,NA,2,3,3,1,4,2,2,1,2,3,4,2,3,2,5,2,4,2,5,3,4
"26343",5,180,7,7,5,4,8,1,6,10,10,5,5,6,NA,2,3,5,5,5,1,2,3,4,2,4,1,4,1,5,2,3,1,2,2,3
"26344",5,120,10,10,6,10,8,1,NA,10,7,5,4,2,NA,2,6,6,1,6,1,1,1,1,2,6,1,2,2,6,2,3,1,1,1,1
"26345",5,180,7,2,5,5,7,1,5,10,8,6,5,6,NA,2,2,6,2,3,4,6,2,5,3,3,1,3,1,3,4,3,2,3,2,1
"26346",5,30,6,8,6,5,7,1,NA,10,6,4,7,7,NA,33,2,5,2,3,4,5,2,5,2,2,2,3,4,2,5,5,1,2,2,2
"26347",5,120,7,8,6,NA,8,1,6,6,5,0,7,7,NA,2,4,3,2,4,5,3,3,3,3,3,3,4,3,2,3,4,2,2,5,2
"26348",5,30,3,9,3,NA,6,1,NA,10,8,10,2,1,NA,2,1,6,NA,5,5,6,1,5,5,5,1,6,6,6,5,5,1,1,4,6
"26349",5,30,8,8,6,5,8,3,5,10,9,3,7,7,NA,1,1,5,1,4,1,1,1,1,4,1,3,3,1,4,3,4,1,4,1,4
"26350",5,120,5,8,5,4,6,1,5,9,8,4,5,7,NA,1,3,4,4,4,2,3,3,2,4,3,1,4,4,5,2,3,1,1,1,4
"26351",4,750,5,5,5,5,6,2,5,5,5,5,5,7,NA,2,3,2,2,3,2,2,2,3,4,2,2,2,3,2,2,2,2,3,3,2
"26352",5,720,5,8,4,5,8,1,3,9,7,0,7,7,NA,2,2,4,4,1,3,5,2,4,2,1,4,2,3,3,4,4,1,4,5,2
"26353",5,600,9,9,6,8,10,1,3,5,10,0,7,7,NA,2,3,2,1,1,4,1,2,4,1,1,3,1,1,1,3,1,1,1,5,1
"26354",5,180,8,8,6,7,9,1,7,9,7,1,6,6,NA,1,2,5,1,2,4,4,1,5,2,2,1,2,2,1,2,3,1,1,4,2
"26355",5,300,9,10,9,7,5,2,5,9,10,6,4,2,NA,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"26356",5,180,6,8,6,7,8,1,8,2,6,0,6,3,NA,1,1,6,1,4,5,5,1,4,2,1,1,2,4,1,6,3,2,1,6,4
"26357",4,90,7,7,4,2,8,1,0,9,5,3,6,7,NA,2,4,6,4,4,4,3,3,5,2,2,3,2,1,5,2,3,3,1,4,3
"26358",3,NA,7,7,5,5,7,1,4,9,5,5,6,4,NA,2,5,5,2,5,4,2,2,2,4,5,4,5,2,6,3,5,2,3,3,5
"26359",5,240,10,9,7,6,8,1,5,10,8,2,7,7,NA,2,3,6,1,6,5,3,2,5,5,2,1,5,3,5,2,4,2,2,2,3
"26360",5,60,6,6,5,6,6,2,6,8,7,5,5,3,NA,2,3,4,2,2,2,3,2,3,3,2,1,3,2,2,3,3,2,2,3,2
"26361",5,150,2,7,2,NA,8,1,8,10,10,1,7,7,NA,1,3,5,2,5,1,2,4,5,2,5,2,5,2,4,1,1,1,1,1,4
"26362",3,NA,8,4,5,3,5,2,4,7,6,4,5,7,NA,2,2,5,3,4,3,4,2,2,4,1,2,3,1,2,2,5,2,2,3,5
"26363",5,540,8,7,6,5,8,2,8,5,4,0,7,7,NA,NA,3,5,4,5,3,5,3,4,4,3,4,5,5,4,4,4,4,3,5,4
"26364",4,45,9,9,6,5,6,2,5,10,6,10,2,1,NA,2,4,5,1,4,5,3,1,5,4,5,2,5,3,5,3,3,2,1,2,5
"26365",5,90,10,10,8,7,7,1,6,10,7,6,5,1,NA,2,5,5,2,5,5,2,3,5,5,2,4,4,1,6,1,5,2,3,4,5
"26366",2,NA,7,6,7,6,8,2,7,8,7,6,5,4,NA,2,3,5,2,5,2,3,2,3,5,2,2,5,3,5,2,5,2,2,4,4
"26367",5,120,8,8,5,5,4,1,8,8,7,0,7,7,NA,1,3,5,2,3,4,4,2,3,4,1,2,3,5,5,2,3,2,1,5,5
"26368",5,60,7,7,6,4,5,2,4,10,8,6,5,4,NA,NA,1,1,2,2,3,2,2,5,5,4,2,2,5,5,1,1,1,2,3,5
"26369",5,60,9,8,8,5,8,2,5,9,10,8,5,4,NA,2,1,5,4,4,4,4,4,5,3,1,3,3,2,3,2,3,2,3,3,4
"26370",5,120,5,6,5,NA,7,1,5,8,8,5,6,4,NA,2,4,5,2,5,1,1,2,5,5,1,2,5,2,6,2,6,1,3,3,2
"26371",5,120,8,8,6,5,7,2,6,10,10,5,5,6,NA,2,4,6,4,5,4,2,2,2,4,5,2,4,3,6,1,2,2,3,2,5
"26372",5,300,10,10,9,8,10,1,5,9,9,2,5,7,NA,65,2,4,2,4,3,2,3,4,3,2,2,3,1,2,2,3,2,2,4,2
"26373",5,60,5,10,2,2,5,1,5,9,6,1,7,7,NA,2,2,3,1,2,3,5,3,2,2,2,1,2,3,3,2,4,1,2,3,3
"26374",4,150,8,7,6,6,8,1,5,10,7,6,5,6,NA,2,5,6,4,4,4,2,2,4,2,1,1,5,5,5,4,3,2,3,4,1
"26375",4,120,7,8,7,8,9,2,6,8,5,6,4,1,NA,1,4,5,2,4,3,4,2,3,3,2,2,5,3,5,2,4,2,2,2,2
"26376",5,180,0,1,1,1,2,3,2,2,2,3,7,7,NA,2,3,5,3,4,1,2,2,1,3,1,1,2,1,3,1,2,1,2,1,2
"26377",5,150,6,8,7,6,8,1,5,8,8,0,7,7,NA,1,3,5,1,3,5,2,2,5,4,2,3,4,2,4,2,4,1,2,5,4
"26378",5,120,7,8,9,7,5,1,4,10,8,2,5,7,NA,2,1,3,3,4,4,4,3,3,5,2,2,2,2,5,1,3,2,1,2,4
"26379",4,30,6,8,5,6,6,4,8,10,10,0,2,1,NA,2,4,5,2,5,3,2,2,3,4,3,2,4,2,4,2,3,2,2,2,4
"26380",5,540,0,5,3,NA,NA,1,NA,10,8,3,7,7,NA,NA,3,5,2,3,1,2,1,4,5,2,1,3,2,2,2,1,1,2,1,1
"26381",4,90,9,10,8,7,9,1,5,9,5,0,6,7,NA,NA,3,5,3,4,2,2,2,3,3,3,3,4,3,5,2,4,3,2,4,3
"26382",5,120,8,9,7,7,8,1,6,8,6,1,7,7,NA,1,3,4,2,5,4,4,2,4,3,3,2,4,3,2,2,4,2,2,4,4
"26383",5,270,9,8,8,6,8,2,5,3,5,0,7,7,NA,1,2,5,2,2,5,5,1,3,4,5,4,3,3,5,3,3,3,5,5,4
"26384",5,180,5,9,4,5,8,5,5,7,8,1,7,7,NA,2,3,3,1,6,3,4,1,2,3,2,1,5,5,5,2,4,1,2,3,4
"26385",5,480,9,9,8,8,5,1,5,9,10,5,7,4,NA,2,3,4,1,2,1,2,2,5,1,1,1,3,1,3,1,2,1,1,4,2
"26386",5,180,6,9,4,7,9,1,5,10,7,0,7,7,NA,2,4,5,2,5,4,3,3,5,1,1,2,5,2,2,2,3,1,3,4,3
"26387",5,60,6,8,5,5,6,2,7,10,9,3,7,7,NA,2,3,5,4,5,3,5,3,4,4,1,3,5,3,4,2,5,2,2,3,4
"26388",4,0,8,10,5,2,7,2,5,8,4,4,6,2,NA,2,2,5,2,4,4,2,3,3,3,2,3,3,3,5,3,3,3,3,3,3
"26389",5,240,7,8,3,1,3,2,6,10,7,0,7,7,NA,2,2,5,2,5,3,3,2,2,5,2,3,2,2,5,3,3,3,2,6,2
"26390",5,420,2,10,3,0,8,1,0,9,2,3,7,7,NA,2,4,6,5,5,4,6,2,5,5,2,3,5,4,4,5,5,2,4,3,2
"26391",5,120,6,10,6,8,8,2,1,8,4,5,5,6,NA,2,3,4,3,5,3,4,3,3,3,2,2,3,2,4,2,3,2,3,2,2
"26392",5,180,6,8,6,5,4,1,5,6,6,0,7,7,NA,1,2,4,2,4,3,2,2,2,5,5,4,5,5,6,2,4,3,4,6,5
"26393",2,NA,7,7,6,6,8,3,4,9,10,7,5,7,NA,2,3,5,2,5,3,2,2,2,4,3,3,4,1,5,1,3,3,2,4,4
"26394",5,420,6,9,6,6,7,1,4,3,3,0,7,7,NA,2,1,5,2,5,3,5,2,3,3,4,3,4,3,3,3,4,2,2,4,3
"26395",5,300,10,9,9,10,10,1,NA,6,6,5,5,7,NA,2,4,5,2,3,2,3,2,2,4,3,3,2,2,2,2,5,1,2,4,2
"26396",5,240,8,8,8,9,9,1,8,9,8,0,7,7,NA,1,1,4,2,2,5,3,2,5,4,5,2,2,2,2,2,3,1,2,3,3
"26397",5,360,8,9,7,6,8,1,6,7,7,1,7,7,NA,2,1,4,1,4,5,5,2,3,2,1,2,4,4,3,5,4,2,2,5,4
"26398",5,210,8,8,7,NA,8,1,NA,7,9,0,7,7,NA,NA,4,5,2,4,2,2,2,3,4,2,2,4,2,5,2,3,2,2,4,4
"26399",5,270,8,6,2,3,7,1,5,9,5,1,6,6,NA,2,2,4,3,4,3,4,3,4,2,3,1,1,2,4,1,2,1,5,2,1
"26400",5,240,7,8,7,6,9,1,6,9,6,5,5,5,NA,65,2,5,1,5,1,3,2,2,2,3,1,3,2,2,1,4,1,2,4,1
"26401",5,240,8,9,6,7,8,2,6,9,9,5,7,7,NA,NA,3,5,4,3,2,2,3,4,3,3,3,3,2,3,2,3,2,2,3,4
"26402",5,600,5,7,2,NA,5,2,0,8,6,0,7,7,NA,2,2,5,2,5,2,1,1,5,2,1,3,2,1,5,1,3,1,4,2,4
"26403",5,480,8,9,8,7,6,1,8,8,5,2,7,7,NA,2,3,2,2,5,3,4,4,2,4,2,2,5,4,5,2,5,2,2,5,5
"26404",5,300,7,4,5,5,8,1,5,5,8,0,7,7,NA,2,3,2,2,3,5,2,3,2,2,2,2,3,3,1,3,3,2,4,5,3
"26405",5,300,10,10,7,7,9,2,8,10,7,1,7,7,NA,2,2,5,3,6,3,2,3,2,4,1,2,6,2,6,1,4,1,2,2,4
"26406",5,180,8,9,8,7,9,1,5,8,7,8,4,3,NA,65,2,4,1,3,2,3,2,4,2,2,2,3,1,3,2,3,1,4,1,2
"26407",5,180,5,8,3,5,8,1,5,2,2,1,7,7,NA,1,1,3,3,2,5,4,2,3,1,2,2,3,2,1,1,3,1,3,6,1
"26408",5,120,7,8,7,7,8,1,6,10,10,2,6,7,NA,2,4,5,2,4,1,4,2,2,5,4,2,4,3,5,2,5,2,2,2,4
"26409",5,240,6,9,6,5,5,1,5,10,8,6,5,5,NA,2,3,3,4,2,2,3,2,5,2,2,3,2,4,3,4,2,2,4,3,2
"26410",5,60,8,9,7,7,7,2,5,7,6,8,2,1,NA,2,5,5,2,5,5,2,2,4,5,5,2,5,3,5,2,5,2,2,5,5
"26411",5,240,8,8,7,6,8,1,3,10,8,0,7,7,NA,2,2,5,4,3,3,2,2,5,5,3,2,4,4,5,2,4,3,1,3,5
"26412",5,360,5,5,5,5,6,1,4,8,6,7,5,2,NA,2,4,5,1,5,2,2,4,5,2,3,3,3,2,5,2,3,2,2,2,5
"26413",5,90,2,3,2,2,5,1,2,8,10,8,6,1,NA,2,3,5,1,3,5,3,1,3,3,1,2,3,5,1,3,3,2,3,5,4
"26414",5,300,8,9,5,6,9,1,5,8,5,2,7,7,NA,33,3,5,1,6,3,2,2,2,3,2,2,5,2,5,2,4,2,3,2,4
"26415",5,480,8,9,7,7,8,1,4,10,9,3,7,7,NA,2,2,3,3,3,1,2,2,5,2,1,2,4,3,5,1,2,1,2,2,5
"26416",4,90,6,9,4,2,7,1,4,10,8,6,5,7,NA,2,4,5,2,5,2,3,3,3,3,3,3,5,3,5,4,5,2,3,2,2
"26417",5,270,5,3,5,6,9,1,5,10,7,7,4,6,NA,2,3,5,2,3,2,3,2,4,5,2,2,4,3,2,2,5,2,2,2,3
"26418",5,600,4,7,7,5,6,2,5,7,8,3,6,7,NA,2,3,4,1,3,2,3,3,2,4,5,2,3,4,5,4,3,1,4,3,3
"26419",5,180,5,4,4,7,9,1,5,10,6,6,7,6,NA,2,3,3,1,1,3,5,2,5,2,2,1,1,2,1,2,3,1,2,1,2
"26420",5,300,7,7,4,NA,7,1,5,4,5,3,7,7,NA,33,2,4,NA,5,2,NA,2,2,3,2,3,5,NA,4,2,3,2,2,5,4
"26421",5,480,6,8,5,5,8,1,5,10,9,0,5,7,NA,NA,1,4,3,2,1,2,2,4,2,1,1,2,2,5,2,2,2,2,4,5
"26422",5,210,8,6,4,5,8,1,5,8,8,1,7,7,NA,2,1,5,1,4,5,4,1,2,1,1,1,3,2,1,3,3,1,1,3,1
"26423",5,480,8,10,5,NA,7,1,5,10,10,0,7,7,NA,2,1,6,1,6,3,3,1,2,3,1,1,2,1,1,3,3,1,2,1,1
"26424",5,180,6,8,4,NA,6,1,4,8,8,2,7,7,NA,2,3,5,1,3,4,4,4,2,5,3,4,4,3,5,3,3,2,2,3,5
"26425",5,420,5,6,7,7,5,1,5,9,6,7,5,5,NA,2,3,3,2,2,2,2,2,2,5,4,2,2,4,3,4,3,3,4,3,3
"26426",5,240,8,7,9,5,5,2,8,10,10,2,7,7,NA,2,2,4,2,4,3,3,2,4,3,2,3,4,2,2,2,5,2,2,5,3
