"","netusoft","netustm","trstprl","trstplc","trstprt","trstep","trstun","freehms","euftf","atchctr","atcherp","rlgdgr","rlgatnd","pray","vteurmmb","vteubcmb","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun"
"3002",1,NA,0,3,0,4,4,4,2,8,7,7,3,3,1,NA,4,4,4,5,5,6,5,5,6,6,5,5,4,4,5,4,5,5,6,6
"3003",5,240,8,8,8,8,8,2,9,10,10,7,5,5,1,NA,1,1,1,1,2,2,1,3,2,1,1,1,1,1,2,2,3,3,2,2
"3004",5,150,1,2,0,4,4,3,5,5,5,2,5,5,1,NA,2,4,2,2,4,2,3,5,3,2,4,3,2,3,4,4,2,2,3,2
"3005",1,NA,1,3,1,3,3,4,NA,7,7,8,2,1,1,NA,6,6,2,6,2,2,3,2,6,6,2,5,2,5,2,3,2,3,NA,6
"3006",5,360,0,1,0,3,NA,4,7,9,7,0,7,7,1,NA,1,3,2,1,1,1,1,4,3,2,1,2,1,2,2,3,1,1,2,2
"3007",1,NA,0,6,0,3,3,3,7,7,6,0,7,7,1,NA,5,5,2,2,4,5,3,3,3,3,5,5,5,4,3,3,2,5,3,2
"3008",1,NA,4,4,3,4,1,4,4,9,2,1,5,7,1,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"3009",1,NA,4,3,3,6,6,2,8,9,6,7,5,1,1,NA,6,6,NA,6,1,3,2,1,5,1,1,1,1,6,1,6,1,1,1,6
"3010",5,120,3,0,3,NA,0,5,0,10,8,0,7,7,2,NA,1,3,1,1,1,6,1,1,1,1,1,2,1,3,6,6,1,1,1,1
"3011",5,80,1,3,2,1,0,3,3,8,3,2,5,7,NA,NA,NA,NA,NA,NA,4,NA,3,5,5,5,3,4,2,3,3,3,3,4,2,2
"3012",5,240,NA,5,NA,NA,NA,3,5,6,NA,3,6,7,1,NA,6,6,NA,2,2,NA,3,4,3,3,4,3,2,NA,3,3,3,3,NA,NA
"3013",2,NA,0,0,0,0,0,NA,5,10,8,7,3,3,1,NA,2,3,1,3,2,1,1,1,4,4,2,3,1,4,2,4,3,1,1,1
"3014",5,180,3,3,3,3,3,2,5,9,5,5,6,7,1,NA,3,5,3,2,2,5,2,2,5,2,2,4,1,5,2,2,2,2,2,5
"3015",1,NA,4,5,4,6,NA,3,8,7,6,2,6,6,1,NA,5,5,2,3,2,2,3,3,3,2,2,5,1,5,3,3,3,3,2,4
"3016",1,NA,0,5,0,0,NA,1,NA,10,10,5,7,7,NA,NA,6,6,2,3,NA,1,2,2,6,3,1,3,1,6,1,2,1,1,1,3
"3017",5,240,5,5,5,5,5,5,8,10,10,5,5,5,1,NA,1,3,1,1,2,2,2,3,1,2,3,3,3,2,1,2,3,2,2,2
"3018",1,NA,0,0,1,1,1,4,1,10,0,7,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019",1,NA,0,5,0,0,0,1,NA,10,NA,4,5,6,2,NA,6,6,6,2,2,2,4,6,4,6,6,6,6,6,2,6,2,2,3,3
"3020",5,60,0,2,0,0,2,3,NA,10,5,10,5,5,2,NA,1,5,1,5,2,1,1,5,4,3,1,4,1,3,3,6,1,1,1,2
"3021",3,NA,3,3,2,0,0,1,2,10,0,5,5,6,NA,NA,6,6,1,1,1,2,2,6,5,2,2,4,2,6,2,4,2,2,2,5
"3022",5,NA,4,8,2,4,NA,3,9,9,NA,7,6,NA,1,NA,3,5,5,5,3,4,4,5,4,3,4,4,3,3,4,5,4,3,2,3
"3023",1,NA,4,3,3,3,4,4,6,6,4,5,7,6,55,NA,2,2,3,4,3,2,3,1,1,2,3,2,1,3,2,3,2,3,3,1
"3024",4,60,2,3,4,2,3,NA,6,6,4,4,6,6,NA,NA,3,5,2,5,2,4,5,3,2,6,4,3,2,2,3,5,2,2,1,3
"3025",5,150,1,2,0,0,0,1,8,8,1,2,6,6,NA,NA,5,3,3,2,1,2,2,1,4,2,3,3,1,6,3,5,2,1,2,3
"3026",1,NA,0,8,0,NA,NA,4,5,9,9,5,4,4,1,NA,6,6,2,2,1,2,4,3,4,4,2,3,2,4,2,4,2,2,2,5
"3027",5,240,NA,10,NA,NA,NA,NA,NA,10,NA,6,5,NA,NA,NA,4,3,3,4,2,3,6,6,3,3,3,2,2,4,3,3,3,3,4,4
"3028",4,NA,0,0,0,2,NA,2,8,9,3,3,7,7,55,NA,NA,2,3,2,2,2,NA,3,6,1,4,2,2,NA,2,NA,6,2,6,6
"3029",2,NA,1,9,1,2,2,3,6,10,1,2,6,6,1,NA,5,4,4,3,3,5,3,3,NA,NA,NA,NA,NA,3,5,3,1,3,2,1
"3030",1,NA,3,3,NA,NA,NA,4,8,4,4,5,6,7,55,NA,5,5,3,3,3,2,2,2,5,5,3,3,3,5,2,5,2,2,2,5
"3031",4,360,1,1,1,2,2,3,2,7,5,5,5,5,55,NA,1,1,1,2,2,2,4,3,1,4,5,3,4,4,1,1,2,3,3,3
"3032",5,150,0,0,0,0,0,4,5,8,5,3,5,5,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,2
"3033",2,NA,1,1,1,1,1,3,3,3,3,4,2,3,2,NA,5,5,4,5,1,4,4,4,4,1,1,2,2,5,4,4,2,2,2,3
"3034",5,240,1,1,1,1,1,2,3,5,4,1,6,6,2,NA,4,5,4,3,3,3,3,3,5,2,3,3,2,5,3,3,2,3,3,4
"3035",5,60,8,10,0,10,10,NA,10,9,9,5,4,4,1,NA,4,5,4,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,3
"3036",1,NA,0,0,0,0,0,4,8,8,8,5,5,5,1,NA,5,5,3,3,3,3,3,3,5,5,3,3,3,6,3,3,2,2,2,6
"3037",5,120,2,3,1,0,1,2,9,8,5,4,5,5,1,NA,4,5,3,3,2,2,2,2,2,2,2,3,2,5,2,2,2,2,2,2
"3038",5,150,8,9,9,9,9,3,5,5,5,6,6,5,1,NA,3,3,4,4,2,2,3,2,3,3,3,2,2,2,3,3,2,3,2,2
"3039",4,480,2,2,2,2,2,2,5,6,3,5,6,6,NA,NA,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,2,2,2,2
"3040",1,NA,0,4,0,3,3,3,9,8,5,3,7,6,1,NA,5,5,2,2,2,3,3,2,6,3,3,2,3,6,2,5,2,2,5,5
"3041",1,NA,4,5,0,0,0,5,NA,9,0,0,7,7,1,NA,5,5,3,3,5,NA,NA,5,3,3,3,4,4,3,3,3,2,3,5,3
"3042",1,NA,1,4,1,NA,NA,2,10,10,6,NA,NA,NA,1,NA,5,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,6
"3043",1,NA,0,5,0,3,3,2,5,7,3,1,7,6,55,NA,3,5,4,2,3,5,3,3,5,3,4,3,3,5,3,4,2,2,5,6
"3044",5,150,1,2,1,2,2,4,5,5,5,1,6,7,1,NA,3,4,3,3,4,2,3,4,3,2,4,3,2,2,3,4,3,2,5,2
"3045",1,NA,3,6,3,6,7,2,5,9,9,6,6,6,1,NA,2,5,3,2,2,3,2,2,5,2,2,2,3,3,2,2,2,2,2,2
"3046",5,30,4,4,4,NA,NA,3,9,10,2,7,5,2,55,NA,5,5,1,2,1,1,2,1,2,3,1,3,1,5,1,5,1,1,1,2
"3047",5,120,2,2,2,8,8,NA,7,0,4,0,6,NA,1,NA,3,2,5,2,3,3,5,5,1,1,4,1,1,2,NA,3,2,3,4,1
"3048",1,NA,8,7,3,NA,NA,2,5,8,9,3,7,7,NA,NA,6,6,4,4,3,4,5,3,6,2,3,4,4,6,5,4,4,5,5,6
"3049",5,30,3,5,2,9,9,3,3,7,5,3,5,5,1,NA,4,4,3,2,4,5,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"3050",5,NA,0,0,0,NA,NA,NA,NA,6,NA,0,7,7,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051",1,NA,3,5,1,5,5,2,4,10,2,5,5,5,1,NA,2,5,3,2,3,3,4,5,4,4,2,2,1,4,2,2,1,1,2,3
"3052",5,60,5,5,5,5,5,4,8,9,6,10,6,7,1,NA,6,6,6,6,2,2,2,6,6,3,4,6,3,6,2,4,2,3,1,6
"3053",1,NA,3,2,2,4,4,5,3,2,2,4,5,NA,2,NA,5,5,6,3,3,5,3,5,3,3,4,3,2,5,4,3,2,5,4,4
"3054",5,180,0,0,0,0,0,3,3,5,5,0,7,7,1,NA,4,5,2,2,2,4,4,3,4,2,2,3,NA,6,3,2,2,3,2,4
"3055",5,NA,0,1,0,2,NA,3,10,5,NA,3,5,5,1,NA,3,5,3,3,3,5,5,5,4,4,4,4,2,5,5,5,2,2,2,3
"3056",5,180,8,8,8,9,9,4,9,9,9,5,7,7,1,NA,3,6,6,6,4,3,3,2,4,3,2,2,3,4,4,4,3,3,4,3
"3057",5,180,1,6,1,NA,NA,4,4,7,6,5,5,5,NA,NA,3,5,3,3,2,5,3,4,4,1,2,3,3,4,4,3,2,3,2,5
"3058",1,NA,6,8,5,NA,NA,NA,NA,9,5,3,5,5,NA,NA,3,6,3,4,2,2,3,3,NA,NA,NA,NA,NA,3,3,3,3,2,2,6
"3059",1,NA,5,5,5,5,5,NA,5,10,5,2,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA
"3060",5,135,0,0,0,0,0,4,5,9,7,1,7,7,1,NA,4,4,2,2,2,2,2,2,3,2,2,2,2,5,1,2,1,2,2,5
"3061",1,NA,5,3,3,3,NA,4,6,10,3,9,4,2,55,NA,4,6,2,2,2,2,3,5,4,4,1,3,1,4,4,6,1,1,2,4
"3062",1,NA,0,1,0,0,0,3,NA,1,0,9,3,1,55,NA,5,4,2,3,2,2,2,2,4,4,3,2,2,3,2,3,2,3,1,3
"3063",5,180,2,6,2,6,6,3,8,8,8,3,5,3,1,NA,2,3,1,2,2,3,3,2,2,2,2,3,2,4,3,3,1,1,2,3
"3064",5,NA,3,4,2,3,3,3,4,8,2,7,3,3,33,NA,4,3,2,3,3,2,2,3,4,3,2,1,2,3,3,3,1,1,2,4
"3065",5,60,1,5,0,5,NA,NA,NA,10,5,7,5,NA,1,NA,4,6,2,2,4,4,3,4,4,3,3,4,NA,5,2,2,2,3,2,5
"3066",5,NA,2,8,3,3,5,3,7,9,7,5,6,6,1,NA,4,5,3,3,2,4,5,5,5,4,NA,5,5,4,5,3,3,3,3,4
"3067",5,90,5,5,5,4,4,3,NA,6,6,1,7,7,NA,NA,NA,2,5,NA,2,5,4,4,2,2,2,2,2,2,4,5,3,3,3,3
"3068",1,NA,3,2,2,NA,NA,NA,NA,8,NA,2,5,5,1,NA,6,6,3,5,2,3,2,1,5,5,3,NA,2,6,1,5,1,2,1,6
"3069",1,NA,2,1,1,3,2,1,3,9,5,5,5,3,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,2,2,2,2,2,2
"3070",1,NA,3,8,4,2,2,3,4,10,5,5,5,NA,1,NA,6,6,4,2,2,1,3,3,3,3,2,4,3,5,3,2,2,2,1,1
"3071",5,360,1,1,1,1,1,5,3,7,5,7,5,3,1,NA,3,4,3,4,3,2,3,3,4,3,3,4,3,4,3,4,2,3,2,4
"3072",5,360,5,5,5,5,5,5,10,10,10,7,4,4,1,NA,1,1,2,2,1,1,1,1,2,1,2,NA,1,1,1,3,3,1,3,3
"3073",1,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074",5,NA,4,7,3,2,2,3,9,10,NA,NA,NA,NA,1,NA,3,NA,3,4,3,5,3,5,3,2,3,4,2,2,3,4,3,2,1,3
"3075",2,NA,0,2,0,4,NA,5,0,5,3,0,7,7,55,NA,6,4,5,4,3,5,4,4,4,2,2,3,3,2,2,1,2,3,4,5
"3076",5,150,4,4,4,4,4,5,9,8,8,10,1,1,1,NA,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"3077",5,40,4,4,3,3,2,2,7,7,4,4,7,7,1,NA,3,4,3,2,3,3,2,2,2,2,3,4,4,3,5,4,3,4,2,2
"3078",1,NA,3,4,4,4,4,4,10,5,10,2,7,7,1,NA,5,3,2,3,2,5,3,3,5,2,3,2,2,4,3,2,2,2,2,5
"3079",1,NA,0,2,0,NA,NA,NA,NA,NA,NA,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA
"3080",5,120,5,5,5,5,5,2,5,5,5,9,3,1,1,NA,1,5,1,4,1,3,1,1,4,3,2,1,1,5,2,5,1,1,1,4
"3081",4,180,5,7,2,5,5,2,9,9,8,8,NA,3,1,NA,4,6,1,1,2,2,1,2,6,4,2,2,1,6,2,3,1,3,1,5
"3082",1,NA,2,6,2,NA,NA,3,NA,8,NA,7,5,NA,NA,NA,4,6,2,3,4,4,4,4,4,3,3,4,2,5,4,5,3,2,1,5
"3083",5,180,0,0,0,0,0,2,2,5,6,3,7,7,2,NA,3,3,2,2,2,4,3,5,2,2,2,3,3,3,4,4,3,3,3,3
"3084",3,NA,2,3,1,5,5,4,5,9,8,4,5,5,1,NA,3,4,3,2,3,5,4,4,5,5,2,2,2,4,5,3,2,2,3,5
"3085",1,NA,4,6,4,6,7,2,5,8,8,7,3,5,1,NA,3,5,3,3,2,3,3,3,4,3,2,3,2,5,2,2,2,2,2,2
"3086",1,NA,0,5,0,0,7,2,9,10,8,10,5,1,1,NA,3,5,2,2,4,1,1,1,5,2,2,2,2,2,2,6,1,1,1,1
"3087",2,NA,1,4,1,7,7,2,9,3,3,8,5,4,1,NA,5,4,2,4,2,4,2,3,5,4,4,3,1,6,4,4,2,3,2,6
"3088",1,NA,5,5,8,5,NA,NA,2,4,3,7,3,1,NA,NA,6,6,3,4,2,2,3,1,4,5,4,6,1,6,1,5,1,NA,1,6
"3089",1,NA,5,4,4,4,4,3,NA,10,7,8,NA,2,1,NA,5,5,1,3,3,3,3,3,5,2,2,2,2,4,2,2,2,2,2,2
"3090",5,240,3,6,5,2,2,4,0,7,6,4,5,5,2,NA,1,3,4,2,5,4,4,4,1,1,2,2,2,3,3,1,1,4,1,2
"3091",1,NA,1,4,1,NA,NA,NA,NA,7,NA,1,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3092",5,60,4,6,4,6,7,2,7,9,9,4,6,6,1,NA,2,6,4,2,2,4,2,3,4,2,2,2,2,4,3,2,2,2,2,4
"3093",5,240,2,1,2,6,6,2,7,8,10,5,5,2,1,NA,2,3,3,3,5,5,5,4,3,2,2,3,2,3,3,2,2,3,2,2
"3094",5,120,2,2,2,8,8,3,9,7,4,7,2,1,1,NA,5,5,3,2,3,2,3,3,NA,3,2,2,2,4,2,2,1,2,2,3
"3095",2,NA,6,7,2,9,9,4,10,10,10,6,3,3,1,NA,1,3,3,1,2,1,1,3,1,2,1,1,2,2,3,2,2,2,1,2
"3096",4,750,0,4,NA,NA,NA,NA,NA,5,2,0,7,7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,4,3,3,NA,NA,NA,NA,NA,NA
"3097",1,NA,0,0,0,8,8,3,8,6,6,1,7,7,1,NA,3,5,3,3,4,4,4,4,5,3,3,3,2,5,4,4,4,5,4,4
"3098",1,NA,1,2,1,0,0,3,1,5,3,3,5,7,1,NA,5,3,3,2,2,3,2,2,4,2,3,5,3,5,4,5,2,3,3,4
"3099",1,NA,1,6,1,NA,NA,NA,NA,5,5,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100",1,NA,5,7,3,10,10,4,4,9,8,7,4,4,1,NA,4,4,2,2,3,4,3,2,4,3,2,2,3,5,2,2,2,2,1,5
"3101",1,NA,0,3,0,1,NA,3,7,4,2,4,6,6,1,NA,4,3,2,2,3,4,4,4,4,4,4,5,1,6,4,3,3,3,3,6
"3102",5,60,8,9,5,8,8,NA,7,10,NA,2,5,5,NA,NA,5,5,3,3,2,NA,NA,3,4,5,NA,3,2,5,4,NA,NA,2,2,5
"3103",4,180,5,7,6,5,6,4,5,5,5,5,6,6,2,NA,3,2,3,2,2,2,3,3,3,2,3,2,3,2,3,3,2,3,3,3
"3104",5,10,0,3,0,0,0,NA,0,10,3,NA,NA,NA,2,NA,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA
"3105",2,NA,0,1,0,1,1,3,1,10,2,2,5,5,1,NA,NA,NA,3,3,3,NA,NA,3,NA,NA,NA,NA,1,NA,3,3,2,NA,3,3
"3106",4,60,2,5,2,2,2,3,6,10,9,2,7,4,1,NA,3,4,3,3,3,2,2,3,3,3,3,4,3,4,2,2,2,3,3,4
"3107",1,NA,4,5,4,6,6,3,6,10,6,5,7,6,1,NA,4,5,2,2,1,2,3,2,5,3,2,5,2,5,2,2,2,3,2,5
"3108",5,480,10,10,10,10,10,2,10,10,10,5,6,6,1,NA,2,2,1,2,2,3,2,2,2,NA,1,3,1,3,3,3,2,2,2,2
"3109",2,NA,0,0,0,NA,NA,3,7,10,5,4,7,7,NA,NA,2,6,4,2,1,2,3,3,2,3,2,2,1,2,2,3,2,2,2,3
"3110",5,210,8,7,6,7,6,3,5,5,5,5,5,5,55,NA,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,3,3,2,2
"3111",1,NA,0,4,0,0,0,1,10,5,0,0,7,7,1,NA,2,6,1,1,1,1,2,1,6,1,4,5,1,3,1,4,1,1,1,6
"3112",5,120,3,4,0,1,1,3,2,9,8,4,5,4,1,NA,3,3,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2
"3113",1,NA,6,6,3,NA,NA,3,4,7,3,4,4,3,55,NA,6,6,4,4,3,2,2,5,6,4,5,3,5,6,5,5,3,6,3,3
"3114",5,300,1,2,2,2,2,1,5,9,7,7,5,3,1,NA,5,5,2,2,1,2,3,3,3,3,2,4,2,5,1,4,1,3,1,3
"3115",5,150,0,0,0,0,2,2,2,9,7,0,5,6,2,NA,3,5,3,3,2,5,4,2,5,4,3,2,2,5,3,4,2,2,3,5
"3116",3,NA,1,7,2,2,2,NA,7,10,NA,NA,NA,NA,2,NA,4,4,3,3,3,4,3,5,3,2,3,4,2,4,4,3,2,2,2,3
"3117",1,NA,5,8,5,NA,NA,4,5,9,8,8,4,4,NA,NA,5,6,2,3,1,2,3,2,5,5,1,3,3,5,1,4,2,2,2,5
"3118",5,90,4,4,NA,1,1,NA,4,9,1,0,7,7,1,NA,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,6,6,6,6,6,6
"3119",1,NA,8,6,1,8,8,5,8,10,10,7,7,1,1,NA,2,3,2,3,1,1,2,2,2,1,1,2,1,6,1,3,1,2,1,6
"3120",1,NA,NA,5,5,NA,NA,3,5,10,5,5,6,5,NA,NA,1,2,1,1,1,1,3,1,4,4,1,1,1,4,1,3,1,1,1,3
"3121",1,NA,0,1,0,0,0,4,2,1,0,6,5,5,55,NA,5,5,2,4,2,2,2,2,5,4,4,5,2,4,2,4,2,2,2,3
"3122",1,NA,3,4,3,NA,NA,NA,6,9,8,4,7,3,1,NA,5,5,2,NA,2,2,2,2,5,3,3,3,2,5,2,2,NA,2,2,5
"3123",1,NA,4,5,5,8,4,3,5,8,6,2,5,5,1,NA,5,5,2,2,2,2,2,2,6,2,2,2,2,5,2,2,2,2,2,5
"3124",5,90,4,5,4,5,5,3,5,7,5,5,6,6,1,NA,4,5,3,3,3,3,3,4,4,3,3,3,4,4,4,4,3,3,3,4
"3125",5,170,0,5,0,0,0,4,8,10,5,0,5,7,1,NA,6,6,2,1,1,2,2,2,2,4,2,2,2,2,4,4,2,2,2,2
"3126",1,NA,4,6,7,5,6,3,4,10,5,6,4,1,1,NA,2,2,2,2,3,1,4,3,2,3,1,2,3,2,1,2,3,2,1,2
"3127",2,NA,0,0,0,0,0,5,NA,2,NA,2,5,6,1,NA,5,3,3,3,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4
"3128",1,NA,0,2,0,1,1,NA,7,10,2,3,7,NA,1,NA,NA,5,1,3,2,2,6,4,6,1,3,4,3,NA,2,4,4,2,2,6
"3129",5,180,NA,4,NA,NA,NA,2,NA,1,3,NA,NA,7,NA,NA,2,1,2,2,3,NA,NA,6,1,NA,4,3,NA,NA,1,1,NA,NA,NA,1
"3130",3,NA,4,2,4,NA,NA,5,NA,6,NA,5,1,6,55,NA,5,5,2,2,6,3,3,3,6,5,NA,3,3,6,2,2,2,6,2,6
"3131",2,NA,2,2,2,2,2,5,1,7,3,5,5,5,2,NA,4,4,3,4,3,3,4,4,5,3,3,4,3,5,3,4,3,3,3,4
"3132",3,NA,NA,NA,NA,NA,NA,5,0,10,8,5,4,2,1,NA,3,5,3,5,2,4,3,2,2,2,2,2,2,3,2,3,1,2,2,2
"3133",1,NA,2,2,2,2,2,3,NA,9,NA,7,NA,1,1,NA,NA,4,1,1,3,2,2,2,4,2,2,2,2,4,2,2,2,2,2,5
"3134",5,300,0,0,0,0,1,5,0,10,2,3,5,5,2,NA,3,5,3,4,1,6,2,4,1,2,1,2,1,5,5,3,1,1,2,2
"3135",5,120,0,0,0,0,0,3,4,6,5,2,5,6,1,NA,3,2,3,2,2,2,2,3,1,2,4,2,2,2,3,2,2,3,3,2
"3136",1,NA,NA,8,NA,NA,NA,NA,NA,6,3,0,NA,7,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"3137",1,NA,2,2,2,2,2,4,3,7,3,5,6,5,2,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"3138",1,NA,3,3,3,3,3,2,5,8,8,10,1,1,55,NA,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"3139",5,180,3,3,1,4,4,2,10,2,8,3,5,5,1,NA,3,1,2,2,3,2,3,3,1,3,2,1,1,2,3,3,1,3,4,3
"3140",5,180,4,2,2,1,5,2,10,8,8,2,5,5,2,NA,1,1,1,1,NA,1,3,5,1,2,NA,1,1,1,3,2,2,2,4,1
"3141",1,NA,3,10,4,4,4,5,5,7,7,7,5,1,1,NA,6,6,3,3,2,3,3,3,6,6,3,3,3,6,2,5,2,2,2,6
"3142",1,NA,0,0,0,0,0,NA,9,3,4,5,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143",5,240,3,3,3,1,1,3,NA,10,5,3,5,5,NA,NA,5,5,NA,2,2,3,2,2,4,2,3,4,2,6,1,3,2,1,2,3
"3144",2,NA,0,0,0,0,0,1,NA,2,0,2,7,6,55,NA,6,6,5,5,2,3,3,3,4,4,5,2,3,2,2,2,3,3,2,5
"3145",2,NA,0,1,0,3,3,3,7,4,6,2,6,6,1,NA,4,3,3,3,3,3,4,3,3,3,3,4,1,5,4,3,3,3,3,5
"3146",1,NA,2,4,1,2,2,3,5,7,4,3,5,5,1,NA,3,6,3,3,1,2,1,2,5,3,3,3,1,5,1,1,1,1,2,5
"3147",1,NA,1,2,0,1,1,NA,NA,4,2,6,5,5,55,NA,3,4,2,2,2,2,2,2,3,3,3,4,2,4,2,4,2,2,2,2
"3148",1,NA,0,1,0,NA,NA,3,NA,7,3,2,5,5,55,NA,3,2,3,2,4,4,3,3,3,2,3,2,5,4,4,3,2,3,5,6
"3149",4,600,3,3,3,3,3,2,4,4,4,7,5,5,NA,NA,3,4,4,4,4,4,4,4,3,4,3,3,4,5,2,3,2,2,2,5
"3150",1,NA,NA,6,0,NA,NA,4,1,6,NA,0,7,7,NA,NA,5,5,4,4,3,4,4,4,4,4,5,4,3,5,4,4,2,2,4,5
"3151",1,NA,0,0,0,0,0,5,NA,1,0,5,5,5,55,NA,4,4,2,3,2,2,2,2,4,3,3,4,3,5,3,3,2,2,2,5
"3152",2,NA,2,7,1,NA,NA,3,NA,NA,NA,5,6,6,NA,NA,NA,4,NA,2,1,2,3,1,6,6,2,NA,1,6,1,3,1,1,1,6
"3153",1,NA,1,1,1,1,1,3,6,7,2,5,5,6,NA,NA,6,6,1,5,1,1,4,1,6,5,2,6,1,6,1,3,3,3,2,6
"3154",2,NA,0,6,2,1,0,2,3,8,4,3,5,5,NA,NA,3,3,3,2,2,1,1,4,4,4,NA,3,2,2,2,2,1,1,1,4
"3155",5,420,0,5,2,0,NA,2,10,10,10,9,3,1,1,NA,6,1,2,1,1,4,4,4,3,5,3,1,1,3,2,2,2,2,1,3
"3156",2,NA,2,2,2,2,2,2,8,8,NA,0,7,7,1,NA,4,6,2,3,2,2,2,2,6,5,2,NA,2,5,2,5,1,1,1,5
"3157",2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3158",1,NA,0,5,4,3,3,5,7,7,4,10,5,1,1,NA,5,5,2,2,2,1,3,2,4,2,1,2,NA,2,2,2,2,1,1,6
"3159",1,NA,3,8,8,5,NA,NA,2,7,NA,9,4,1,NA,NA,6,6,1,4,1,1,3,1,4,5,2,6,1,6,1,5,1,4,1,3
"3160",2,NA,0,0,0,0,NA,NA,3,10,6,2,5,7,1,NA,5,4,1,2,3,NA,3,6,4,2,3,3,2,4,2,3,2,2,2,3
"3161",1,NA,4,3,2,4,3,4,0,4,2,1,7,7,1,NA,3,5,4,5,4,5,4,5,4,5,2,4,3,5,3,4,5,4,5,3
"3162",2,NA,1,1,1,1,1,3,3,4,2,6,5,5,1,NA,3,3,2,2,2,2,2,3,3,2,2,2,2,4,2,4,1,1,1,2
"3163",1,NA,2,5,2,0,0,3,NA,10,0,6,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3164",1,NA,2,6,0,0,7,2,8,10,1,5,5,1,1,NA,5,6,2,2,2,2,2,2,6,2,1,5,2,5,1,5,1,1,2,5
"3165",5,360,5,5,2,3,3,2,7,5,7,4,5,7,1,NA,2,5,2,2,5,2,5,5,1,2,2,2,2,2,4,2,2,3,2,2
"3166",5,120,3,2,3,2,2,3,4,10,4,3,5,5,1,NA,3,6,2,2,3,5,3,4,2,2,3,3,2,5,3,3,1,2,2,5
"3167",1,NA,8,9,9,NA,NA,3,NA,6,3,4,5,3,NA,NA,3,4,NA,NA,NA,NA,3,4,3,2,3,3,NA,3,NA,NA,NA,NA,NA,NA
"3168",2,NA,0,0,0,0,0,5,NA,5,5,0,5,5,1,NA,5,2,2,2,3,2,3,3,3,3,2,2,2,3,2,3,2,3,3,3
"3169",5,150,0,0,0,0,0,5,8,10,4,7,7,1,55,NA,1,6,5,1,1,1,1,4,2,2,1,2,1,2,2,2,2,2,1,2
"3170",4,120,0,0,NA,2,2,2,2,7,4,4,6,6,1,NA,5,4,2,2,2,3,3,4,5,2,2,2,1,5,3,4,3,3,3,5
"3171",4,60,4,6,4,4,4,1,4,10,5,5,5,5,1,NA,5,5,2,1,1,5,5,5,4,3,2,1,1,5,3,2,2,1,1,3
